text,label
Aku dah hantar report tu,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Where are you now bro?,SAFE
"Loan approved instant RM2067, send IC & bank details",SCAM
Where are you now bro?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Where are you now bro?,SAFE
Call aku nanti free,SAFE
"You win RM4388 cash, claim now sebelum expired",SCAM
Where are you now bro?,SAFE
Aku tengah buat project AI ni,SAFE
"OTP needed to verify transaction, send cepat",SCAM
Weh kau free tak malam ni?,SAFE
"Free RM4135 voucher, claim sekarang tng-update.com",SCAM
Thanks bro tolong aku tadi,SAFE
Kita jumpa esok kelas 10am,SAFE
"Bank Negara report: account suspicious activity, verify bank-secure.com/login",SCAM
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Your email hacked, reset password immediately sh0pee-help.net",SCAM
"We detected login from Nigeria, confirm identity sh0pee-help.net",SCAM
Weh kau free tak malam ni?,SAFE
"Loan approved instant RM3472, send IC & bank details",SCAM
Weh kau free tak malam ni?,SAFE
Assignment dah siap belum?,SAFE
"Customs hold parcel, pay RM3623 release fee",SCAM
Weh kau free tak malam ni?,SAFE
Aku lambat sikit traffic jam,SAFE
Where are you now bro?,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
Dinner rumah mak malam ni,SAFE
Kita jumpa esok kelas 10am,SAFE
Dinner rumah mak malam ni,SAFE
"Free RM2261 voucher, claim sekarang bank-secure.com/login",SCAM
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Apa plan weekend ni?,SAFE
"You win RM485 cash, claim now sebelum expired",SCAM
Dinner rumah mak malam ni,SAFE
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
"TNG eWallet kena suspend, login untuk aktifkan tng-update.com",SCAM
Weh kau free tak malam ni?,SAFE
"Customs hold parcel, pay RM4526 release fee",SCAM
Let’s study together for exam,SAFE
"Your email hacked, reset password immediately tng-update.com",SCAM
Where are you now bro?,SAFE
Call aku nanti free,SAFE
"You win RM3651 cash, claim now sebelum expired",SCAM
Dinner rumah mak malam ni,SAFE
Aku tengah buat project AI ni,SAFE
"Customs hold parcel, pay RM2862 release fee",SCAM
"OTP needed to verify transaction, send cepat",SCAM
Aku lambat sikit traffic jam,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
Jom makan dekat cafe kampus,SAFE
"Account anda akan dibekukan segera, verify sekarang bank-secure.com/login",SCAM
"You win RM2128 cash, claim now sebelum expired",SCAM
"Account anda akan dibekukan segera, verify sekarang tng-update.com",SCAM
"Bank Negara report: account suspicious activity, verify sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Aku dah hantar report tu,SAFE
"Job part time RM3896/day, no experience needed, join link bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
"You win RM2119 cash, claim now sebelum expired",SCAM
"Free RM3318 voucher, claim sekarang bank-secure.com/login",SCAM
Where are you now bro?,SAFE
"Shopee parcel stuck kastam, bayar RM4213 untuk release",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"Police report: you involved in case, contact urgent tng-update.com",SCAM
"You win RM3206 cash, claim now sebelum expired",SCAM
Let’s study together for exam,SAFE
Thanks bro tolong aku tadi,SAFE
You datang lecture tak hari ni?,SAFE
"TNG eWallet kena suspend, login untuk aktifkan bank-secure.com/login",SCAM
"OTP needed to verify transaction, send cepat",SCAM
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
Dinner rumah mak malam ni,SAFE
Aku dah hantar report tu,SAFE
Dinner rumah mak malam ni,SAFE
Aku tengah buat project AI ni,SAFE
Let’s study together for exam,SAFE
Aku dah hantar report tu,SAFE
"Police report: you involved in case, contact urgent sh0pee-help.net",SCAM
Kita jumpa esok kelas 10am,SAFE
"Investment crypto profit 200% guaranteed, join now sh0pee-help.net",SCAM
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
"We detected login from India, confirm identity tng-update.com",SCAM
"Free RM3288 voucher, claim sekarang tng-update.com",SCAM
Apa plan weekend ni?,SAFE
Dinner rumah mak malam ni,SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
Assignment dah siap belum?,SAFE
Where are you now bro?,SAFE
Thanks bro tolong aku tadi,SAFE
"Bank kau kena block, click link ni cepat sh0pee-help.net",SCAM
Dinner rumah mak malam ni,SAFE
"Your email hacked, reset password immediately bit.ly/verify",SCAM
"Job part time RM3447/day, no experience needed, join link sh0pee-help.net",SCAM
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
Apa plan weekend ni?,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
Let’s study together for exam,SAFE
Kita jumpa esok kelas 10am,SAFE
Kita jumpa esok kelas 10am,SAFE
"OTP needed to verify transaction, send cepat",SCAM
"Good morning bro, bangun cepat",SAFE
"Bank Negara report: account suspicious activity, verify tng-update.com",SCAM
"Bank kau kena block, click link ni cepat bit.ly/verify",SCAM
Thanks bro tolong aku tadi,SAFE
"Free RM1467 voucher, claim sekarang bank-secure.com/login",SCAM
"We detected login from Nigeria, confirm identity bank-secure.com/login",SCAM
Jom makan dekat cafe kampus,SAFE
"Customs hold parcel, pay RM322 release fee",SCAM
Thanks bro tolong aku tadi,SAFE
"Police report: you involved in case, contact urgent bit.ly/verify",SCAM
"Bank Negara report: account suspicious activity, verify bit.ly/verify",SCAM
Aku dah hantar report tu,SAFE
Aku lambat sikit traffic jam,SAFE
"Job part time RM1980/day, no experience needed, join link sh0pee-help.net",SCAM
Where are you now bro?,SAFE
"Loan approved instant RM1208, send IC & bank details",SCAM
Dinner rumah mak malam ni,SAFE
Aku tengah buat project AI ni,SAFE
"Free RM1936 voucher, claim sekarang sh0pee-help.net",SCAM
Assignment dah siap belum?,SAFE
Weh kau free tak malam ni?,SAFE
